ID,ID2,NAME,NoCollared,Pack,DATE_,Season,EASTING,NORTHING,HOW_OBTAIN,CONFIDENCE,PackID,elevati
347,265,42,2,Red Deer,11/29/02,winter,570610,5710430,1,1,1,2092
348,270,60,2,Red Deer,12/14/02,winter,559311,5716123,1,1,1,2003
349,271,42,2,Red Deer,12/14/02,winter,559311,5716123,1,1,1,2003
350,284,42,1,Red Deer,12/19/02,winter,559095,5720124,1,1,1,1972
351,285,42,1,Red Deer,12/19/02,winter,559145,5713337,1,1,1,1802
352,289,60,2,Red Deer,12/23/02,winter,580310,5708450,1,1,1,2174
353,290,42,2,Red Deer,12/23/02,winter,580310,5708450,1,1,1,2174
354,296,60,3,Red Deer,2/12/03,winter,583630,5725550,1,1,1,1735
355,297,69,3,Red Deer,2/12/03,winter,583630,5725550,1,1,1,1735
356,298,69,3,Red Deer,2/12/03,winter,583630,5725550,1,1,1,1735
357,443,60,3,Red Deer,11/22/03,winter,589450,5728050,1,1,1,1649
358,444,42,3,Red Deer,11/22/03,winter,589450,5728050,1,1,1,1649
359,445,42,3,Red Deer,11/22/03,winter,589450,5728050,1,1,1,1649
360,453,42,4,Red Deer,12/1/03,winter,580168,5722180,1,1,1,2042
361,454,42,4,Red Deer,12/1/03,winter,580168,5722180,1,1,1,2042
362,455,69,4,Red Deer,12/1/03,winter,580168,5722180,1,1,1,2042
363,456,70,4,Red Deer,12/1/03,winter,580168,5722180,1,1,1,2042
364,482,42,5,Red Deer,12/10/03,winter,572480,5715500,1,1,1,1876
365,483,60,5,Red Deer,12/10/03,winter,572480,5715500,1,1,1,1876
366,484,70,5,Red Deer,12/10/03,winter,572480,5715500,1,1,1,1876
367,494,42,2,Red Deer,10/20/03,winter,584300,5725300,2,1,1,1713
368,495,70,2,Red Deer,10/20/03,winter,584300,5725300,2,1,1,1713
369,505,60,3,Red Deer,12/17/03,winter,557315,5702253,1,1,1,1810
370,506,42,3,Red Deer,12/17/03,winter,557315,5702253,1,1,1,1810
371,507,42,3,Red Deer,12/17/03,winter,557315,5702253,1,1,1,1810
372,522,60,4,Red Deer,3/24/03,winter,591431,5719471,1,1,1,2016
373,523,70,4,Red Deer,3/24/03,winter,591431,5719471,1,1,1,2016
374,524,69,4,Red Deer,3/24/03,winter,591431,5719471,1,1,1,2016
375,525,42,4,Red Deer,3/24/03,winter,591431,5719471,1,1,1,2016
376,529,70,3,Red Deer,1/5/04,winter,591620,5732570,1,1,1,1850
377,530,60,3,Red Deer,1/5/04,winter,591620,5732570,1,1,1,1850
378,531,60,3,Red Deer,1/5/04,winter,591620,5732570,1,1,1,1850
379,547,60,3,Red Deer,1/10/04,winter,568917,5711084,2,2,1,2036
380,548,42,3,Red Deer,1/10/04,winter,568917,5711084,2,2,1,2036
381,549,42,3,Red Deer,1/10/04,winter,568917,5711084,2,2,1,2036
385,553,60,3,Red Deer,1/16/04,winter,568930,5700560,1,1,1,1872
386,554,42,3,Red Deer,1/16/04,winter,568930,5700560,1,1,1,1872
387,555,42,3,Red Deer,1/16/04,winter,568930,5700560,1,1,1,1872
388,581,42,2,Red Deer,2/2/04,winter,582877,5725542,1,1,1,1743
389,582,70,2,Red Deer,2/2/04,winter,582877,5725542,1,1,1,1743
390,588,70,2,Red Deer,2/22/04,winter,585060,5740190,1,1,1,2070
391,589,42,2,Red Deer,2/22/04,winter,585060,5740190,1,1,1,2070
392,622,70,2,Red Deer,3/20/04,winter,555853,5706978,1,1,1,1767
393,623,42,2,Red Deer,3/20/04,winter,555853,5706978,1,1,1,1767
394,628,42,4,Red Deer,3/29/04,winter,587119,5724053,1,1,1,1926
395,629,70,4,Red Deer,3/29/04,winter,587119,5724053,1,1,1,1926
396,630,81,4,Red Deer,3/29/04,winter,587119,5724053,1,1,1,1926
397,631,82,4,Red Deer,3/29/04,winter,587119,5724053,1,1,1,1926
398,640,42,4,Red Deer,4/2/04,winter,605389,5720587,1,1,1,1713
399,641,70,4,Red Deer,4/2/04,winter,605389,5720587,1,1,1,1713
400,642,81,4,Red Deer,4/2/04,winter,605389,5720587,1,1,1,1713
401,643,82,1,Red Deer,4/2/04,winter,592842,5718607,1,1,1,2221
402,689,60,2,Red Deer,1/11/04,winter,564800,5690850,2,1,1,1566
403,690,70,2,Red Deer,1/11/04,winter,564800,5690850,2,1,1,1566
404,691,70,3,Red Deer,1/13/04,winter,559250,5696800,2,1,1,1602
405,692,42,3,Red Deer,1/13/04,winter,559250,5696800,2,1,1,1602
406,693,42,3,Red Deer,1/13/04,winter,559250,5696800,2,1,1,1602
407,694,60,2,Red Deer,1/18/04,winter,562700,5693100,2,1,1,1608
408,695,70,2,Red Deer,1/18/04,winter,562700,5693100,2,1,1,1608
409,696,60,2,Red Deer,1/19/04,winter,561950,5693400,2,2,1,1568
410,697,70,2,Red Deer,1/19/04,winter,561950,5693400,2,2,1,1568
411,931,81,4,Red Deer,11/12/04,winter,587160,5721390,1,1,1,2132
412,932,84,4,Red Deer,11/12/04,winter,587160,5721390,1,1,1,2132
413,934,70,4,Red Deer,11/12/04,winter,587160,5721390,1,1,1,2132
414,937,44,1,Bow valley,11/28/01,winter,591350,5668700,2,2,2,1402
415,938,44,1,Bow valley,12/2/01,winter,591700,5668800,2,1,2,1402
416,940,44,1,Bow valley,12/18/01,winter,562700,5691400,2,1,2,1503
417,941,44,1,Bow valley,12/1/01,winter,582200,5677800,2,1,2,1653
418,942,44,1,Bow valley,11/20/01,winter,568150,5685150,2,1,2,1478
419,943,44,1,Bow valley,11/21/01,winter,574311,5681151,2,1,2,1444
