"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","pack","used"
7,7,7,7,7,7,1402,258.402827290373,"Bow Valley",1
7,7,7,7,7,7,1402,449.894335007433,"Bow Valley",1
6,3,6,1,3,6,1501.70044444411,528.501828385942,"Bow Valley",1
4,4,4,1,1,4,1430.53333333327,677.437854431751,"Bow Valley",1
4,4,4,1,1,4,1433,312.586559533142,"Bow Valley",1
4,4,4,1,1,4,1433,316.518954703627,"Bow Valley",1
6,3,4,1,1,5,1442,63.4065745841059,"Bow Valley",1
4,4,4,4,3,4,1632.6399999995,470.315966641996,"Bow Valley",1
6,3,4,1,1,5,1507.6399999995,260.831644336785,"Bow Valley",1
6,3,4,1,1,5,1527.97999999969,361.704818976132,"Bow Valley",1
5,5,5,3,1,5,1428.96622222199,221.602999385211,"Bow Valley",1
5,5,5,3,1,5,1402,292.503471388177,"Bow Valley",1
5,5,5,3,1,5,1427.06666666654,355.109339648499,"Bow Valley",1
5,5,5,3,1,5,1416.06666666654,231.011252854077,"Bow Valley",1
6,3,6,1,3,6,1464.84666666661,81.0249207095988,"Bow Valley",1
5,5,4,4,3,5,1402,507.497844973507,"Bow Valley",1
5,5,4,4,3,5,1402,459.586227405603,"Bow Valley",1
4,4,4,1,1,4,1503.0737777777,47.1032418302626,"Bow Valley",1
4,4,4,1,1,5,1656.18622222193,669.029388127282,"Bow Valley",1
4,4,4,1,1,4,1478,151.3415898572,"Bow Valley",1
3,5,4,1,3,4,1444.75333333321,8.52360412042671,"Bow Valley",1
