"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","pack","used"
4,5,5,4,1,5,1494.21999999994,64.7275672957172,"Bow Valley",1
6,3,4,1,1,5,1469.96044444399,4.06295541271485,"Bow Valley",1
7,7,7,7,7,7,1403.58622222212,9.68403335800394,"Bow Valley",1
4,5,4,3,1,4,1578.59999999981,440.202995246434,"Bow Valley",1
4,4,4,1,3,4,1484.9066666666,63.4065745841059,"Bow Valley",1
5,5,5,3,1,5,1402,417.666222575942,"Bow Valley",1
4,4,4,1,1,4,1431,476.118338986262,"Bow Valley",1
4,4,4,1,1,4,1431,560.663379407331,"Bow Valley",1
5,5,5,3,1,5,1402,151.3415898572,"Bow Valley",1
4,6,5,1,1,5,1402,196.07740111434,"Bow Valley",1
5,5,5,3,1,5,1402,441.598966735329,"Bow Valley",1
3,5,4,1,3,4,1433,12.5865595331416,"Bow Valley",1
3,5,4,1,3,4,1554,,"Bow Valley",1
4,5,4,3,1,4,1622.9204444443,281.993666137859,"Bow Valley",1
4,4,4,4,3,4,1461.33955555532,166.756199570242,"Bow Valley",1
5,3,5,1,1,5,1412.9066666666,315.80334842591,"Bow Valley",1
5,4,4,4,1,5,1409.62000000012,17.4134404668584,"Bow Valley",1
3,5,4,1,3,4,1433,89.5034352571814,"Bow Valley",1
5,5,5,3,1,5,1429.21999999994,548.876716130715,"Bow Valley",1
5,5,5,3,1,5,1433,8.52360412042671,"Bow Valley",1
3,5,4,1,3,4,1444.58622222212,8.52360412042671,"Bow Valley",1
5,5,5,3,1,5,1447.87999999975,644.231746490086,"Bow Valley",1
4,4,4,1,1,4,1443,233.612856153105,"Bow Valley",1
4,5,5,3,3,5,1433,23.8047225996683,"Bow Valley",1
6,4,6,1,3,6,1402,115.164087714772,"Bow Valley",1
5,3,5,1,1,5,1402,102.98244806327,"Bow Valley",1
6,1,6,5,1,6,1405.68666666667,244.738670593481,"Bow Valley",1
6,3,4,1,1,5,1405.06666666654,20.3159666419961,"Bow Valley",1
5,5,4,4,3,5,1402,223.238987698472,"Bow Valley",1
6,3,6,1,3,6,1621.83333333258,284.060897412456,"Bow Valley",1
6,3,4,1,1,5,1491.05377777739,227.413440466858,"Bow Valley",1
4,4,4,1,1,4,1520,147.37688663113,"Bow Valley",1
4,5,4,3,1,4,1613,161.145660407495,"Bow Valley",1
4,5,4,3,1,4,1493.37999999988,137.413440466858,"Bow Valley",1
5,5,5,3,1,5,1434.03333333314,300.967086138911,"Bow Valley",1
6,3,4,1,1,5,1520.08044444398,212.245087034876,"Bow Valley",1
5,5,5,3,1,5,1402,413.056908121555,"Bow Valley",1
5,5,5,3,1,5,1402.16711111109,100.01950744765,"Bow Valley",1
6,3,6,1,3,6,1535.99955555488,290.575875336212,"Bow Valley",1
4,4,4,1,1,4,1433,209.148987970743,"Bow Valley",1
6,1,6,5,1,6,1409.53333333327,71.1241402666747,"Bow Valley",1
6,4,6,6,1,6,1437.6204444438,5.6210779452891,"Bow Valley",1
4,6,5,1,1,5,1402,598.231387710315,"Bow Valley",1
6,3,4,1,1,5,1445.57333333296,5.6210779452891,"Bow Valley",1
4,4,4,4,3,4,1509.16622222255,301.602024905529,"Bow Valley",1
5,5,4,4,3,5,1402,103.998907577666,"Bow Valley",1
3,5,4,1,3,4,1446.75333333321,5.6210779452891,"Bow Valley",1
4,4,4,1,1,4,1520,27.9095144816908,"Bow Valley",1
5,6,6,1,1,6,1402,350.941561833276,"Bow Valley",1
5,6,6,1,1,6,1402,154.668746314209,"Bow Valley",1
5,3,5,1,1,5,1529.0071111109,308.992328617696,"Bow Valley",1
6,3,6,1,3,6,1490.19333333283,248.700867902924,"Bow Valley",1
4,5,5,3,1,5,1524.68666666667,,"Bow Valley",1
6,4,6,6,1,6,1402,4.06295541271485,"Bow Valley",1
4,4,4,1,3,4,1492.21999999994,148.856058484104,"Bow Valley",1
5,5,5,3,1,5,1432,533.858057053976,"Bow Valley",1
4,6,5,1,1,5,1402,463.514515080143,"Bow Valley",1
4,5,5,4,1,5,1464.54622222243,165.918568125378,"Bow Valley",1
6,3,4,1,1,5,1440.29955555564,128.812389805435,"Bow Valley",1
4,5,4,3,1,4,1606.74622222206,177.41602895338,"Bow Valley",1
4,4,4,1,1,4,1433,17.4134404668584,"Bow Valley",1
5,5,5,3,1,5,1402,237.059716650407,"Bow Valley",1
4,4,4,1,1,4,1473.31333333333,252.932088284033,"Bow Valley",1
3,5,4,1,3,4,1433,67.5113664661284,"Bow Valley",1
5,6,6,1,1,6,1402,159.819239305874,"Bow Valley",1
4,4,4,1,3,4,1462.84666666661,19.8905687136943,"Bow Valley",1
5,3,5,1,1,5,1414.54044444442,250.239413739,"Bow Valley",1
5,5,5,3,1,5,1402,257.498147393285,"Bow Valley",1
5,5,4,4,3,5,1402,380.385142234858,"Bow Valley",1
4,5,4,3,1,4,1548.27288888878,252.932088284033,"Bow Valley",1
6,3,4,1,1,5,1435.9262222223,282.586559533142,"Bow Valley",1
4,5,5,4,1,5,1506.9204444443,197.413440466858,"Bow Valley",1
6,3,4,1,1,5,1404.70044444436,19.8905687136943,"Bow Valley",1
6,4,6,6,1,6,1598.48044444349,327.72239891444,"Bow Valley",1
5,3,5,1,1,5,1419.9066666666,338.172738334564,"Bow Valley",1
5,5,5,3,1,5,1402,119.164475988068,"Bow Valley",1
5,5,5,3,1,5,1413.12666666654,138.465976719274,"Bow Valley",1
5,5,5,3,1,5,1402,484.275272480156,"Bow Valley",1
4,5,5,3,1,5,1524,,"Bow Valley",1
5,5,5,3,1,5,1402,140.315966641996,"Bow Valley",1
4,4,4,1,1,4,1432,584.006252680649,"Bow Valley",1
4,4,4,1,1,4,1433,181.905590670469,"Bow Valley",1
7,7,7,7,7,7,1402,487.469638062341,"Bow Valley",1
5,5,5,3,1,5,1404.14622222224,115.3625780016,"Bow Valley",1
5,5,5,3,1,5,1402,505.07360459856,"Bow Valley",1
4,5,4,3,1,4,1477.95288888916,91.6102146483408,"Bow Valley",1
4,5,4,3,1,4,1494.34711111134,398.384585564871,"Bow Valley",1
4,6,5,1,1,5,1402,676.06828388317,"Bow Valley",1
5,6,6,1,1,6,1402,303.688054978842,"Bow Valley",1
5,4,3,3,3,5,1578.2066666671,,"Bow Valley",1
4,4,4,4,3,4,1543.33999999993,0,"Bow Valley",1
5,5,5,3,1,5,1402,464.867866499668,"Bow Valley",1
5,4,5,4,3,5,1436.48666666704,102.586559533142,"Bow Valley",1
5,4,4,4,1,5,1407.62000000012,68.7160453021703,"Bow Valley",1
5,5,5,3,1,5,1402,498.026078162872,"Bow Valley",1
5,6,6,1,1,6,1402,268.798883905621,"Bow Valley",1
5,3,5,1,1,5,1421.76711111091,195.036854019579,"Bow Valley",1
6,3,4,1,1,5,1485.49955555526,68.7160453021703,"Bow Valley",1
5,5,5,3,1,5,1402,426.564410828429,"Bow Valley",1
5,5,5,3,1,5,1402,373.210079684386,"Bow Valley",1
6,3,6,1,3,6,1590.12800000036,1009.07377753786,"Bow Valley",1
5,5,5,3,1,5,1402,185.720852496418,"Bow Valley",1
5,5,5,3,1,5,1403.94711111115,316.518954703627,"Bow Valley",1
4,6,5,1,1,5,1402,580.005572445972,"Bow Valley",1
4,6,5,1,1,5,1402,515.142179111768,"Bow Valley",1
4,4,4,1,1,5,1621.38666666617,587.413440466858,"Bow Valley",1
4,4,4,1,1,4,1433,396.656577345835,"Bow Valley",1
4,4,4,1,1,4,1433,275.992952220022,"Bow Valley",1
4,4,4,1,3,4,1463,17.4134404668584,"Bow Valley",1
6,3,4,1,1,5,1441.36622222218,17.4134404668584,"Bow Valley",1
4,4,4,1,1,4,1433,396.656577345835,"Bow Valley",1
5,5,4,4,3,5,1402,522.586559533142,"Bow Valley",1
5,4,5,3,3,5,1402,443.691663214953,"Bow Valley",1
5,3,5,1,1,5,1404.75333333321,43.51552217132,"Bow Valley",1
6,3,6,1,3,6,1519.06666666629,540.00295318868,"Bow Valley",1
5,5,5,3,1,5,1402,405.398094097209,"Bow Valley",1
5,5,5,3,1,5,1402,708.11617129986,"Bow Valley",1
5,4,5,5,5,5,1658.47999999956,623.805482736854,"Bow Valley",1
4,4,4,1,1,4,1433,443.691663214953,"Bow Valley",1
6,1,6,5,1,6,1444.19333333308,69.6840333580039,"Bow Valley",1
5,5,5,3,1,5,1402,197.003914267665,"Bow Valley",1
