"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","pack","used"
4,5,4,1,4,4,1917.25288888873,1040.315966642,"Red Deer",0
4,5,4,3,3,4,1780.81333333321,158.657543089597,"Red Deer",0
1,1,1,1,3,1,2217.88711111158,942.360428054525,"Red Deer",0
1,1,1,1,4,1,2322.83288888933,546.297660101596,"Red Deer",0
5,4,3,3,3,5,1909.1324444448,1200.38832576489,"Red Deer",0
4,5,4,3,3,4,1834.16711111109,380.066905509138,"Red Deer",0
4,4,4,3,1,4,1583.43288888872,461.889538641613,"Red Deer",0
5,4,3,3,3,5,1646.0933333334,440.90660309237,"Red Deer",0
1,1,1,1,4,1,2523.6324444457,1702.32320336168,"Red Deer",0
3,3,3,5,6,3,2306.19377777837,1331.43291107136,"Red Deer",0
1,1,1,1,1,1,2543.96666666567,2540.61118136185,"Red Deer",0
1,1,1,1,4,1,2530.70577777776,2908.30218360129,"Red Deer",0
3,3,3,3,1,3,2495.68666666615,1653.3173139271,"Red Deer",0
3,3,3,5,6,3,2185.09333333288,1299.25267182634,"Red Deer",0
,,,,,,1624.2204444448,20.3159666419961,"Red Deer",0
1,1,3,4,6,3,2168.87955555633,1932.4656689941,"Red Deer",0
1,1,1,1,4,1,2440.20755555581,2608.91444264877,"Red Deer",0
,,,,,,1871.87333333346,793.703343173298,"Red Deer",0
3,1,1,3,4,3,2378.74666666666,618.418810391293,"Red Deer",0
4,5,4,1,4,4,1733.59333333327,9.68403335800394,"Red Deer",0
4,3,3,3,1,4,2184.28622222187,129.684033358004,"Red Deer",0
1,1,1,1,4,1,2258,1486.34664304913,"Red Deer",0
4,3,4,5,5,4,1889.86666666624,242.630181755674,"Red Deer",0
1,1,1,1,4,1,2740.00044444368,3657.85478029351,"Red Deer",0
3,3,3,1,3,3,1925.94,199.042777424492,"Red Deer",0
4,5,5,3,1,5,1733.72666666661,502.34322065712,"Red Deer",0
1,1,1,1,4,1,2334.24888888848,2304.4736987435,"Red Deer",0
4,4,4,3,1,4,2077.77999999981,2301.44930844972,"Red Deer",0
4,4,4,4,3,4,2203.16000000061,846.213476789827,"Red Deer",0
4,5,4,3,3,4,1765.46666666673,295.166838927651,"Red Deer",0
4,5,4,3,1,4,1599.91955555576,0,"Red Deer",0
1,1,1,1,1,1,2520.0680000013,1115.90609034986,"Red Deer",0
3,5,4,1,3,4,1777.31333333333,190.787979835402,"Red Deer",0
1,1,1,1,4,1,2714.97911111073,3199.07060254935,"Red Deer",0
1,1,1,1,4,1,2752.33022222113,1538.28644384792,"Red Deer",0
1,1,1,1,1,1,2803.7924444441,1507.2528208567,"Red Deer",0
,,,,,,2421.68044444473,2731.82363264408,"Red Deer",0
,,,,,,1835.7991111109,797.413440466858,"Red Deer",0
,,,,,,1972.74666666692,1097.60263019805,"Red Deer",0
1,1,1,1,4,1,2693.13333333241,2917.53815400425,"Red Deer",0
5,3,6,1,5,6,1780.24000000025,432.760904286685,"Red Deer",0
4,5,5,4,1,5,1510,63.4065745841059,"Red Deer",0
1,1,1,1,4,1,2590.95466666675,1191.17078339757,"Red Deer",0
3,4,4,3,1,4,2010.41288888934,1496.8952949407,"Red Deer",0
4,4,4,4,3,4,2177.4266666673,328.769132683283,"Red Deer",0
3,3,4,6,5,4,2347.21333333365,3170.315966642,"Red Deer",0
1,1,1,1,1,1,2310.24755555533,2674.31333977803,"Red Deer",0
,,,,,,2145.97999999995,468.015893565763,"Red Deer",0
,,,,,,1787.59999999981,20.3159666419961,"Red Deer",0
4,4,4,4,3,4,2219.82044444487,1276.79821532107,"Red Deer",0
1,1,1,1,4,1,2411.44044444541,1675.43827166478,"Red Deer",0
4,4,5,3,1,5,1494,23.8047225996683,"Red Deer",0
4,5,4,3,3,4,1737,37.5935478396948,"Red Deer",0
1,1,1,1,4,1,2119.06666666705,261.040998089068,"Red Deer",0
,,,,,,2165.14622222224,20.3159666419961,"Red Deer",0
1,1,1,1,3,1,2344.03333333221,2130.56095447796,"Red Deer",0
4,5,4,1,4,4,1679.40666666673,1183.28449504755,"Red Deer",0
,,,,,,2108.25955555595,959.679138727901,"Red Deer",0
4,4,4,3,3,4,1801.48044444443,137.413440466858,"Red Deer",0
4,4,4,4,3,4,2103.70711111158,1354.78483816762,"Red Deer",0
4,5,4,1,4,4,1855.47999999956,2112.72228274349,"Red Deer",0
1,1,3,5,4,3,2449.22622222136,6312.81809186601,"Red Deer",0
4,5,4,1,4,4,1893.82000000001,1190.315966642,"Red Deer",0
,,,,,,1613.48044444443,44.9148862532366,"Red Deer",0
5,4,5,5,5,5,1959.81999999949,1769.12383282815,"Red Deer",0
1,1,1,1,1,1,2571.70666666698,2516.19666914247,"Red Deer",0
,,,,,,2043.77288888891,49.4832660077138,"Red Deer",0
4,5,4,3,1,4,1581.53333333327,395.120767789152,"Red Deer",0
4,5,3,1,1,4,1738.56000000013,8.52360412042671,"Red Deer",0
5,3,6,1,5,6,2075.28622222162,394.671448739631,"Red Deer",0
4,5,3,1,1,4,2075.25333333308,1382.28728429941,"Red Deer",0
1,1,1,1,1,1,2829.71333333352,1939.86540917156,"Red Deer",0
4,5,4,3,3,4,1718.74711111127,1142.02861270007,"Red Deer",0
,,,,,,2661.13955555637,1549.94469832527,"Red Deer",0
1,1,1,1,3,1,2559.22622222322,2955.41432769487,"Red Deer",0
4,4,4,4,3,4,2045.80666666692,659.842484504947,"Red Deer",0
1,1,1,1,1,1,2309.04000000088,1457.11294704368,"Red Deer",0
1,1,1,1,4,1,2437.85333333315,978.037761496352,"Red Deer",0
,,,,,,1614.74000000037,257.022603275492,"Red Deer",0
3,3,3,5,6,3,2325.10000000036,1777.72784045345,"Red Deer",0
,,,,,,2513.32711111145,3158.96409224031,"Red Deer",0
4,5,4,1,4,4,1732.0933333334,1999.84667430024,"Red Deer",0
3,3,4,6,5,4,2312.98622222256,1625.09978572546,"Red Deer",0
,,,,,,2444.12666666654,1786.9511973624,"Red Deer",0
,,,,,,1742.40000000019,564.907069905065,"Red Deer",0
1,1,1,5,5,3,2574.04666666598,1497.37830818067,"Red Deer",0
4,3,3,3,1,4,1998.84711111147,427.396182522456,"Red Deer",0
,,,,,,1677.42666666704,168.301703667722,"Red Deer",0
4,4,4,4,3,4,1891.00666666748,929.935118227924,"Red Deer",0
1,1,1,1,4,1,2442.83955555587,1466.74711848638,"Red Deer",0
4,4,4,4,3,4,2010.24666666705,20.3159666419961,"Red Deer",0
5,1,3,4,4,4,2291.09955555575,1668.17186306264,"Red Deer",0
4,4,4,4,3,4,1898.89288888916,1180.93368028634,"Red Deer",0
1,1,1,1,4,1,2465.25288888992,761.846454120385,"Red Deer",0
,,,,,,2333.27377777732,101.299538844492,"Red Deer",0
1,1,1,1,3,1,2217.78666666728,102.98244806327,"Red Deer",0
4,4,4,4,3,4,2133.60666666703,1911.32790476578,"Red Deer",0
3,4,5,5,4,4,2175.53999999982,1139.60558696634,"Red Deer",0
,,,,,,1909.61422222212,172.622667552505,"Red Deer",0
1,4,3,1,1,3,1856.39333333364,19.8905687136943,"Red Deer",0
1,1,1,1,4,1,2807.56711111077,5619.43997904926,"Red Deer",0
,,,,,,1764.34711111134,127.826551512359,"Red Deer",0
4,4,4,4,3,4,1986.27955555558,106.408690296504,"Red Deer",0
,,,,,,1981.70711111091,12.5865595331416,"Red Deer",0
5,3,6,1,5,6,1998.25999999963,1236.91748352036,"Red Deer",0
4,5,4,3,1,4,1688.72666666635,42.5865595331416,"Red Deer",0
,,,,,,1722.44666666642,88.14701541725,"Red Deer",0
1,1,1,1,3,1,2416.4413333337,1625.99707612823,"Red Deer",0
1,1,1,1,1,1,2440.2720000005,1571.06092921011,"Red Deer",0
1,1,1,1,4,1,2577.9937777779,4746.94312132622,"Red Deer",0
1,1,1,1,1,1,2582.15955555626,4672.98300108043,"Red Deer",0
3,3,3,4,4,3,2087.46666666673,5.6210779452891,"Red Deer",0
4,4,4,4,3,4,2116.03288888828,1406.8238589169,"Red Deer",0
1,1,1,1,1,1,3012.56133333421,5464.13942185887,"Red Deer",0
3,3,3,4,4,3,2251.00666666655,761.846454120385,"Red Deer",0
4,5,4,1,4,4,1710.26044444449,323.473004500501,"Red Deer",0
3,4,3,1,1,3,1891.40000000044,2797.11123975423,"Red Deer",0
1,1,3,4,6,3,2186.47333333302,4310.43939962064,"Red Deer",0
,,,,,,1946.05422222199,864.524352608189,"Red Deer",0
1,1,1,1,4,1,2408.18888888874,992.072885991769,"Red Deer",0
1,1,1,1,1,1,2375.52711111092,361.726671988082,"Red Deer",0
,,,,,,1630,249.581500894529,"Red Deer",0
,,,,,,1840.17955555539,1074.30887504811,"Red Deer",0
1,1,1,1,4,1,2839.14755555513,3920.6306241137,"Red Deer",0
4,3,3,3,1,4,2144.56666666667,1725.48667485947,"Red Deer",0
1,1,1,1,4,1,2402.53288888799,1140.59136039438,"Red Deer",0
4,5,4,1,4,4,1829.09999999994,920.315966641996,"Red Deer",0
1,1,1,1,1,1,2390.6062222231,1138.66002362408,"Red Deer",0
4,4,3,1,1,4,1925.26666666685,1133.72781956728,"Red Deer",0
1,1,1,1,4,1,2830.36577777715,1586.58932760166,"Red Deer",0
3,3,5,5,5,4,2353.98711111152,1593.11739297467,"Red Deer",0
3,3,3,1,3,3,1891.45333333296,734.85783890842,"Red Deer",0
4,5,4,1,4,4,1726.97333333315,803.737154593559,"Red Deer",0
1,1,1,1,1,1,2699.22000000019,1519.37499930627,"Red Deer",0
1,3,4,3,1,3,1883.20044444449,973.627300034131,"Red Deer",0
4,5,5,3,1,5,1831,97.3269199889096,"Red Deer",0
4,4,4,4,3,4,1944.2062222225,532.606620267965,"Red Deer",0
,,,,,,2076.93288888859,526.021751913793,"Red Deer",0
4,4,4,4,3,4,2094.16666666623,2990.315966642,"Red Deer",0
3,3,4,6,5,4,2188.44666666667,532.606620267965,"Red Deer",0
,,,,,,1921.29288888909,1039.86228733695,"Red Deer",0
,,,,,,1678.15999999994,99.6840333580039,"Red Deer",0
3,3,3,1,1,3,2216.76622222237,2970.68481683211,"Red Deer",0
3,3,3,1,3,3,1928.10666666649,668.379375768233,"Red Deer",0
4,4,4,4,3,4,2027.50000000038,2241.70980296471,"Red Deer",0
1,1,1,1,1,1,2480.2862222228,1504.40473900233,"Red Deer",0
3,5,4,1,1,4,1960.09999999994,320.62374658565,"Red Deer",0
,,,,,,2382.30000000092,1171.12608819002,"Red Deer",0
1,1,1,1,1,1,2184.66666666661,554.18717273168,"Red Deer",0
,,,,,,2004.62000000012,1382.27833808363,"Red Deer",0
1,1,1,1,4,1,2525.71244444591,1958.45689003774,"Red Deer",0
3,4,5,5,4,4,2283.54666666636,327.72239891444,"Red Deer",0
4,6,4,3,1,4,2153.79288888922,8.52360412042671,"Red Deer",0
1,1,1,1,4,1,2414.59999999965,979.694331492426,"Red Deer",0
4,4,4,4,3,4,2072.74666666666,50.3159666419961,"Red Deer",0
,,,,,,1707.78000000006,172.594857789511,"Red Deer",0
,,,,,,1719.10044444455,620.802731914258,"Red Deer",0
1,1,1,1,4,1,2641.93999999865,3986.88238298113,"Red Deer",0
4,5,5,3,3,5,1890,254.577209943065,"Red Deer",0
1,1,1,1,1,1,2738.45377777757,1295.13026409427,"Red Deer",0
4,5,4,1,4,4,1989.58711111091,1035.69959872998,"Red Deer",0
1,1,1,1,4,1,2421.4804444451,5511.18550933712,"Red Deer",0
1,1,1,1,1,1,2910.75288888979,1394.55243867038,"Red Deer",0
1,4,3,1,1,3,2198.28000000019,279.684033358004,"Red Deer",0
,,,,,,2413.07244444429,1125.14666552363,"Red Deer",0
4,3,4,4,1,4,2318.50711111128,2639.75867354226,"Red Deer",0
1,1,1,1,4,1,2945.13244444801,3234.20933314154,"Red Deer",0
,,,,,,1646.28666666648,146.479916142514,"Red Deer",0
3,3,3,5,6,3,2016.55333333316,1511.67339183134,"Red Deer",0
1,1,1,1,4,1,2851.82000000043,2503.13477341085,"Red Deer",0
4,4,4,1,3,4,1506.27288888878,165.363552233608,"Red Deer",0
5,4,4,1,4,5,2273.493333334,859.740231119083,"Red Deer",0
1,1,1,1,4,1,2574.00044444647,831.680647321724,"Red Deer",0
4,3,3,3,1,4,2168.7724444443,655.393393469308,"Red Deer",0
3,3,3,3,1,3,2347.26044444381,2056.17558193945,"Red Deer",0
3,3,3,4,4,3,1989.94711111116,1100.91734451414,"Red Deer",0
,,,,,,1969.2146666668,617.989127818014,"Red Deer",0
4,5,4,1,4,4,1669.21999999994,250.579136701504,"Red Deer",0
4,3,3,3,1,4,2203.55999999987,1504.37351807173,"Red Deer",0
4,5,4,3,3,4,1954.77288888865,744.025277724904,"Red Deer",0
3,4,5,5,4,4,2348.19377777795,1312.40840910463,"Red Deer",0
4,4,4,4,3,4,1930.11333333345,737.695973577949,"Red Deer",0
3,4,5,5,4,4,2401.13333333308,1864.26707262189,"Red Deer",0
3,4,4,4,4,4,2334.71955555495,4236.79754637831,"Red Deer",0
3,3,4,6,5,4,2267.87333333295,1179.684033358,"Red Deer",0
4,5,4,3,1,4,1603.84000000006,11.7923625215693,"Red Deer",0
3,3,5,5,5,4,2361.95999999964,4160.315966642,"Red Deer",0
3,4,4,4,4,4,2307.48044444417,486.094894152417,"Red Deer",0
3,4,4,3,1,4,1952.30666666679,415.305960611876,"Red Deer",0
,,,,,,1686.78044444467,233.391231650664,"Red Deer",0
1,1,1,1,4,1,2493.71955555504,1344.52733898669,"Red Deer",0
,,,,,,2203.72000000048,906.818515836009,"Red Deer",0
,,,,,,1999.10622222323,650.882563938345,"Red Deer",0
1,1,3,5,4,3,2320.46088888872,1314.13012572667,"Red Deer",0
3,1,3,6,5,3,2472.55999999894,930.964905561254,"Red Deer",0
1,1,1,1,1,1,2250.16755555638,2834.41153167262,"Red Deer",0
4,4,4,4,3,4,1985.19911111109,741.16326870682,"Red Deer",0
1,1,1,1,4,1,2457.94666666604,1875.58397393562,"Red Deer",0
1,1,1,1,4,1,2261.29333333514,1401.83128642507,"Red Deer",0
3,3,4,6,5,4,2356.95333333335,2181.55548672948,"Red Deer",0
3,3,5,5,5,4,2339.48044444468,1652.85553424652,"Red Deer",0
3,4,5,5,4,4,2230.96666666686,895.988973753525,"Red Deer",0
3,4,5,5,4,4,2357.58622222237,4487.99037278644,"Red Deer",0
,,,,,,1980.74666666641,1465.84467078108,"Red Deer",0
,,,,,,2552.29422222131,1660.1668117936,"Red Deer",0
,,,,,,1618.48044444443,20.3159666419961,"Red Deer",0
1,1,1,1,3,1,2255.20666666617,873.22819577315,"Red Deer",0
4,4,4,3,3,4,1783.46711111066,597.848176165788,"Red Deer",0
,,,,,,1570,110.315966641996,"Red Deer",0
1,1,1,1,4,1,2384.35999999864,323.99659145257,"Red Deer",0
,,,,,,1684.41999999956,11.7923625215693,"Red Deer",0
1,1,1,1,1,1,2777.9075555554,449.627957820996,"Red Deer",0
1,1,1,1,3,1,2271.21955555507,465.542859932033,"Red Deer",0
3,4,3,3,4,3,2262.31999999937,526.715657923225,"Red Deer",0
3,3,3,5,6,3,2087.48222222218,821.641125947519,"Red Deer",0
4,3,3,3,1,4,2067.34711111108,794.894821366098,"Red Deer",0
1,1,1,1,1,1,2679.67422222279,3219.57039795614,"Red Deer",0
,,,,,,1952.89955555519,676.927508928329,"Red Deer",0
4,5,4,1,4,4,1643.16711111109,953.539132936798,"Red Deer",0
,,,,,,1961.30666666679,723.794204146407,"Red Deer",0
,,,,,,1605.51377777783,20.3159666419961,"Red Deer",0
4,3,3,3,1,4,2160.13999999963,3051.76410135492,"Red Deer",0
4,3,4,4,1,4,2328.03377777801,2036.31508304671,"Red Deer",0
4,3,3,3,1,4,2159.83288888865,1835.63837558326,"Red Deer",0
4,3,3,5,6,4,2090.5071111117,489.076712204364,"Red Deer",0
,,,,,,2359.6666666661,660.505488381441,"Red Deer",0
,,,,,,2264.40577777912,2705.10328241359,"Red Deer",0
1,1,1,1,4,1,2712.23999999906,3241.99286657509,"Red Deer",0
,,,,,,2296.92666666691,440.744692727386,"Red Deer",0
,,,,,,1578.34000000019,37.5935478396948,"Red Deer",0
4,5,4,3,3,4,1969.96000000031,378.236683785125,"Red Deer",0
,,,,,,2058.47333333327,40.2065353556904,"Red Deer",0
,,,,,,1967.39955555558,295.296264916623,"Red Deer",0
,,,,,,1711.31333333333,1060.81571203496,"Red Deer",0
3,3,3,1,1,3,2208.18666666679,4141.16345062517,"Red Deer",0
1,1,1,1,1,1,2759.40711111015,6263.37448191213,"Red Deer",0
4,5,5,3,3,5,1901.69422222243,713.20318253561,"Red Deer",0
1,3,3,1,3,3,2212.50577777788,2784.20134576709,"Red Deer",0
1,1,1,1,4,1,2869.81955555396,2878.11983663044,"Red Deer",0
4,5,4,3,1,4,1674.50711111128,1076.55813699278,"Red Deer",0
3,3,4,6,5,4,2083.92666666573,1340.93111995506,"Red Deer",0
,,,,,,2184.76577777801,295.704612507922,"Red Deer",0
,,,,,,1618.21999999994,84.1720542984952,"Red Deer",0
1,1,1,1,4,1,2078.23955555564,20.3159666419961,"Red Deer",0
1,1,1,1,1,1,2258.32622222224,343.29673222805,"Red Deer",0
1,4,3,3,5,3,2114.51333333364,906.818515836009,"Red Deer",0
,,,,,,2397.75866666702,766.492178036699,"Red Deer",0
4,5,4,3,1,4,1712.87333333346,871.433382952689,"Red Deer",0
1,1,1,1,4,1,2431.7133333342,1691.3072046567,"Red Deer",0
,,,,,,1517,320.62374658565,"Red Deer",0
,,,,,,2428.18000000092,1049.61714431798,"Red Deer",0
3,3,4,6,5,4,2337.93288888766,231.275406923626,"Red Deer",0
,,,,,,1848.61333333332,439.386781074279,"Red Deer",0
,,,,,,2079.53999999982,2238.41319167213,"Red Deer",0
4,5,4,3,1,4,1808.37288888847,2002.28298292108,"Red Deer",0
,,,,,,2018.60711111071,803.131165122973,"Red Deer",0
3,3,3,5,5,3,2333.20622222198,801.68699797881,"Red Deer",0
,,,,,,1637.49999999987,37.3040091805528,"Red Deer",0
,,,,,,1986.90000000031,158.657543089597,"Red Deer",0
3,1,3,6,5,3,2217.76000000001,4308.19559826807,"Red Deer",0
4,3,4,4,1,4,2078.43288888872,47.1032418302626,"Red Deer",0
,,,,,,1702.91333333315,167.943363776577,"Red Deer",0
,,,,,,1728.78000000006,216.823795512507,"Red Deer",0
4,3,4,5,5,4,2020.20622222208,438.883434427958,"Red Deer",0
1,1,1,1,4,1,2512.42533333482,103.998907577666,"Red Deer",0
1,3,3,5,5,3,2306.15333333365,381.012783750075,"Red Deer",0
,,,,,,2012.75333333321,462.707578992934,"Red Deer",0
3,4,3,3,1,3,1811.12622222286,4.06295541271485,"Red Deer",0
,,,,,,1864.45999999951,308.992328617696,"Red Deer",0
1,1,1,1,4,1,2683.88799999944,2035.44628842375,"Red Deer",0
4,5,4,1,4,4,2004.62000000012,581.129870118967,"Red Deer",0
3,5,4,1,3,4,1710.43999999987,306.256442281595,"Red Deer",0
1,3,3,4,3,3,2098.67333333316,1334.90906095374,"Red Deer",0
1,3,3,3,6,3,2087.54622222294,2899.48665382226,"Red Deer",0
1,1,1,1,1,1,2353.68044444473,1884.09132720816,"Red Deer",0
3,3,4,6,5,4,2162.17999999957,2422.31927464451,"Red Deer",0
5,3,6,1,5,6,1834.62711111128,164.991825737773,"Red Deer",0
3,3,3,5,6,3,1934.79288888948,1113.78294147301,"Red Deer",0
5,4,3,3,3,5,1640.49333333358,252.932088284033,"Red Deer",0
1,3,3,4,3,3,2532.29377777738,1740.86075327088,"Red Deer",0
1,1,1,1,1,1,2768.12666666747,1199.99770488369,"Red Deer",0
3,3,5,5,5,4,2232.39911111046,234.676813572098,"Red Deer",0
1,1,1,5,5,3,2477.92711111085,1343.0200361203,"Red Deer",0
3,3,3,4,4,3,2162.37999999988,1165.18834589367,"Red Deer",0
4,4,4,3,1,4,1926.25333333334,1720.46542528801,"Red Deer",0
3,3,3,5,6,3,2143.7871111108,1045.8277328195,"Red Deer",0
3,3,3,1,1,3,2189.77288888891,405.398094097209,"Red Deer",0
1,1,3,6,5,3,2409.60711111164,1926.72421406761,"Red Deer",0
1,1,1,1,1,1,2556.42088888929,5274.68493774688,"Red Deer",0
3,4,3,4,3,3,2067.81377777781,88.1089408402136,"Red Deer",0
7,7,7,7,7,7,2228,12.5865595331416,"Red Deer",0
1,1,1,1,4,1,2275.3662222226,2610.26486761133,"Red Deer",0
3,3,3,5,6,3,1925.77999999981,449.915436535111,"Red Deer",0
4,5,4,1,4,4,1761.41333333302,1774.46759824747,"Red Deer",0
,,,,,,2395.64044444437,1563.11265102659,"Red Deer",0
3,3,3,5,6,3,2250.27999999875,3071.03049466249,"Red Deer",0
,,,,,,1961.81333333295,1574.0280438044,"Red Deer",0
1,1,1,1,4,1,2693.05288888859,1898.78609270219,"Red Deer",0
,,,,,,2060.83377777626,1278.48286427871,"Red Deer",0
1,1,1,1,1,1,2792.10666666597,2487.77977205215,"Red Deer",0
1,1,1,1,4,1,2692.42755555397,1521.76402706027,"Red Deer",0
,,,,,,1946.87377777874,927.900080969301,"Red Deer",0
,,,,,,1990.90133333304,1010.50283246996,"Red Deer",0
1,1,1,1,1,1,2773.90000000031,1470.71722719866,"Red Deer",0
1,4,3,1,1,3,2229.96711111053,2480.39208498887,"Red Deer",0
4,5,5,4,1,5,1779,175.837144193193,"Red Deer",0
,,,,,,1900.25333333334,300.967086138911,"Red Deer",0
4,3,4,4,1,4,2226.21288888878,5057.91089486652,"Red Deer",0
4,4,4,1,1,5,1854.92044444404,1150.03306549736,"Red Deer",0
3,4,4,3,4,4,1894.12,249.684033358004,"Red Deer",0
5,3,6,1,5,6,1898.53377777814,289.296720707794,"Red Deer",0
3,4,5,5,4,4,2209.69955555489,17.4134404668584,"Red Deer",0
4,3,3,3,1,4,2099.62000000012,2908.36544239847,"Red Deer",0
4,5,5,3,3,5,1921.37333333333,343.29673222805,"Red Deer",0
1,3,3,5,5,3,2500.31288888847,1350.97993708545,"Red Deer",0
,,,,,,1677.70044444436,17.4134404668584,"Red Deer",0
1,1,1,1,1,1,2968.34888888961,4799.064249771,"Red Deer",0
1,1,1,1,1,1,2426.86711111245,1111.83323972198,"Red Deer",0
3,4,5,5,4,4,2264.37333333359,2264.23223211275,"Red Deer",0
4,4,4,4,3,4,2161.78000000032,6742.21420736641,"Red Deer",0
1,1,1,1,4,1,3021.1875555578,1930.46221190225,"Red Deer",0
,,,,,,2270.76755555577,105.123768891811,"Red Deer",0
3,3,4,6,5,4,2150.23333333421,969.684033358004,"Red Deer",0
1,1,1,1,1,1,2552.17377777789,6488.58192755672,"Red Deer",0
5,3,6,1,5,6,1955.9066666666,23.8047225996683,"Red Deer",0
4,5,4,1,4,4,1935.97377777775,50.4350808390555,"Red Deer",0
,,,,,,2814.01999999989,1774.15900650026,"Red Deer",0
3,3,4,6,5,4,2261.31333333333,2446.75052241486,"Red Deer",0
4,3,3,3,1,4,2042.92622222205,1472.43473920518,"Red Deer",0
4,4,4,4,3,4,2134.45333333296,883.578164524264,"Red Deer",0
,,,,,,1976.2408888893,1199.99770488369,"Red Deer",0
3,3,3,5,6,3,2324.20666666659,1458.31799388556,"Red Deer",0
4,5,4,3,3,4,1875.58044444437,4.06295541271485,"Red Deer",0
,,,,,,1579.29955555564,77.4134404668584,"Red Deer",0
,,,,,,2236.70666666672,1906.95858098179,"Red Deer",0
,,,,,,1671.14666666685,68.7196088529049,"Red Deer",0
,,,,,,2045.28666666622,473.091789127324,"Red Deer",0
1,1,1,1,1,1,2119.78577777781,54.0110478629777,"Red Deer",0
1,1,1,1,4,1,2863.83955555478,1748.35458753881,"Red Deer",0
,,,,,,2487.87333333388,1414.4078383875,"Red Deer",0
1,1,1,1,1,1,2718.48666666585,1815.37976655041,"Red Deer",0
3,6,3,1,1,3,1815.09333333365,2466.60137636983,"Red Deer",0
,,,,,,1525,205.401194550447,"Red Deer",0
,,,,,,2328.26000000123,381.651579173872,"Red Deer",0
4,3,3,1,1,4,1826.84666666635,1272.34061026867,"Red Deer",0
1,1,1,1,4,1,2486.88622222075,1082.7414339188,"Red Deer",0
,,,,,,2014.03288888854,277.574146136376,"Red Deer",0
,,,,,,1818.97333333315,147.236797975177,"Red Deer",0
4,5,4,3,3,4,1767.49288888872,266.155060527287,"Red Deer",0
,,,,,,1891.60044444468,856.196135635313,"Red Deer",0
4,6,3,1,1,5,2180.32577777695,45.874019920188,"Red Deer",0
1,3,3,1,3,3,2358.28711111041,2819.37064655073,"Red Deer",0
1,1,1,1,1,1,2745.30755555626,2135.11487827218,"Red Deer",0
,,,,,,1791.04000000062,1424.92107990998,"Red Deer",0
4,5,4,1,4,4,1982.78000000006,3102.21754643688,"Red Deer",0
4,5,4,3,1,4,1877.41333333302,1040.315966642,"Red Deer",0
,,,,,,2190.95333333377,442.483747164126,"Red Deer",0
,,,,,,2327.01333333376,2501.82326127291,"Red Deer",0
1,1,1,1,4,1,2881.54666666797,5261.29152045953,"Red Deer",0
1,1,1,1,1,1,2596.00133333366,280.418868429104,"Red Deer",0
4,4,4,4,3,4,2218.06622222287,540.113532859116,"Red Deer",0
,,,,,,2076.9675555554,302.553704344244,"Red Deer",0
3,1,3,6,5,3,2379.3937777769,2302.55373991819,"Red Deer",0
1,1,1,5,5,3,2584.33333333271,2191.90349224261,"Red Deer",0
3,5,4,1,1,4,1894.68711111127,1113.78294147301,"Red Deer",0
4,4,4,3,3,4,1878.13333333308,254.125761851376,"Red Deer",0
1,1,1,1,1,1,2752.69999999976,3986.05648008388,"Red Deer",0
,,,,,,2631.24577777867,1332.05062617981,"Red Deer",0
1,1,1,1,4,1,2513.846222222,3811.2550019119,"Red Deer",0
,,,,,,1794.25955555595,47.1032418302626,"Red Deer",0
3,4,5,5,4,4,2321.55999999987,2529.78728752559,"Red Deer",0
1,1,1,1,4,1,2532.98000000011,1879.82018699265,"Red Deer",0
1,1,1,1,4,1,2834.08888889024,2993.82106113506,"Red Deer",0
4,3,3,3,1,4,2057.81333333346,563.345596876515,"Red Deer",0
1,1,1,1,4,1,2946.78088889021,4637.09525364671,"Red Deer",0
1,1,1,1,4,1,2296.92755555503,1085.83160243157,"Red Deer",0
,,,,,,1722.61288888897,800.350308321249,"Red Deer",0
4,3,4,4,1,4,2125.23377777763,170.315966641996,"Red Deer",0
1,1,1,1,4,1,2099.9648888891,88.14701541725,"Red Deer",0
3,4,3,4,3,3,2180.00044444393,761.846454120385,"Red Deer",0
1,1,1,1,4,1,2678.58711111226,2523.03490778344,"Red Deer",0
4,4,4,4,3,4,2170.98711111084,722.100981351618,"Red Deer",0
,,,,,,1779.51333333322,706.930636880259,"Red Deer",0
3,3,4,6,5,4,2361.27466666721,137.281543337112,"Red Deer",0
4,4,4,3,1,4,1660.97333333315,283.244170975378,"Red Deer",0
3,3,3,1,1,3,2087.58000000044,701.848226736073,"Red Deer",0
4,3,3,3,1,4,2110.13999999989,1448.5658034751,"Red Deer",0
1,1,3,5,4,3,2355.43911111133,2602.57563481473,"Red Deer",0
3,3,5,5,5,4,2241.33955555532,734.080246931881,"Red Deer",0
1,1,1,1,3,1,2391.9595555557,235.924426142286,"Red Deer",0
4,4,4,4,3,4,2134.12666666654,380.990558972236,"Red Deer",0
1,1,1,1,1,1,2561.11333333345,1867.57521599757,"Red Deer",0
4,6,4,3,1,4,2175.94666666629,105.123768891811,"Red Deer",0
4,4,4,3,1,4,1767.56044444473,2750.42208912489,"Red Deer",0
1,1,1,1,4,1,2550.50577777881,1829.21298557358,"Red Deer",0
1,1,1,1,4,1,2187.01288889009,723.446243976801,"Red Deer",0
1,1,1,1,3,1,2481.39288888887,919.337369525252,"Red Deer",0
4,3,3,5,6,4,2122.87333333439,1884.27786514971,"Red Deer",0
